"customerid","recency_days","frequency","monetary","r_score","f_score","m_score","customer_segment"
"17502",9,"4","689.10",5,4,3,"Loyal Customers"
"17503",2,"2","558.96",5,3,3,"Loyal Customers"
"17504",206,"11","3709.41",2,5,5,"At Risk"
"17505",161,"2","1145.84",2,2,4,"Lost Customers"
"17506",75,"1","302.20",3,2,2,"Promising"
"17507",261,"2","605.58",1,3,3,"At Risk"
"17508",280,"4","2618.83",1,4,5,"At Risk"
"17509",57,"8","6083.64",3,5,5,"Loyal Customers"
"17510",24,"1","308.48",4,2,2,"New Customers"
"17511",2,"35","106491.17",5,5,5,"Champions"
"17512",28,"11","3789.88",4,5,5,"Champions"
"17513",72,"1","513.20",3,1,3,"Promising"
"17514",128,"1","208.65",2,1,1,"Lost Customers"
"17515",31,"4","639.02",4,4,3,"Loyal Customers"
"17516",15,"6","947.50",4,5,3,"Loyal Customers"
"17517",308,"1","153.94",1,1,1,"Lost Customers"
"17519",17,"7","2152.46",4,5,4,"Champions"
"17520",53,"1","546.81",3,1,3,"Promising"
"17521",29,"3","723.21",4,3,3,"Loyal Customers"
"17522",1,"5","1070.71",5,4,4,"Champions"
"17523",11,"4","652.74",5,4,3,"Loyal Customers"
"17524",361,"1","145.00",1,2,1,"Lost Customers"
"17525",359,"1","422.70",1,1,2,"Lost Customers"
"17526",4,"6","2430.86",5,4,5,"Champions"
"17527",53,"4","939.37",3,4,3,"Loyal Customers"
"17528",1,"8","3628.50",5,5,5,"Champions"
"17529",697,"1","858.27",1,1,3,"Lost Customers"
"17530",1,"11","2612.75",5,5,5,"Champions"
"17531",190,"1","296.70",2,2,2,"Lost Customers"
"17532",385,"1","65.34",1,1,1,"Lost Customers"
"17534",53,"1","223.36",3,1,1,"Promising"
"17535",280,"1","164.40",1,1,1,"Lost Customers"
"17536",177,"1","76.50",2,1,1,"Lost Customers"
"17537",29,"2","887.67",4,2,3,"New Customers"
"17538",25,"1","98.42",4,1,1,"New Customers"
"17539",698,"2","450.28",1,3,2,"At Risk"
"17540",24,"3","991.25",4,3,4,"Loyal Customers"
"17542",269,"1","170.75",1,1,1,"Lost Customers"
"17544",390,"3","944.82",1,3,3,"At Risk"
"17545",43,"5","1070.06",3,4,4,"Loyal Customers"
"17547",375,"1","323.30",1,2,2,"Lost Customers"
"17548",233,"3","547.36",2,3,3,"At Risk"
"17549",23,"2","148.86",4,2,1,"New Customers"
"17550",197,"3","267.16",2,3,2,"At Risk"
"17551",359,"1","290.34",1,2,2,"Lost Customers"
"17552",60,"4","930.41",3,4,3,"Loyal Customers"
"17553",129,"1","1487.60",2,1,4,"Lost Customers"
"17554",1,"5","1952.45",5,4,4,"Champions"
"17555",19,"2","480.31",4,3,2,"Loyal Customers"
"17556",205,"2","300.67",2,3,2,"At Risk"
"17557",14,"4","575.46",5,4,3,"Loyal Customers"
"17560",94,"4","854.95",2,4,3,"At Risk"
"17561",19,"3","532.07",4,3,3,"Loyal Customers"
"17562",14,"7","1122.38",5,5,4,"Champions"
"17564",24,"3","454.01",4,3,2,"Loyal Customers"
"17566",8,"2","869.77",5,2,3,"New Customers"
"17567",7,"8","4331.48",5,5,5,"Champions"
"17569",332,"1","344.14",1,2,2,"Lost Customers"
"17570",381,"1","100.00",1,1,1,"Lost Customers"
"17571",50,"4","1425.67",3,4,4,"Loyal Customers"
"17572",71,"6","354.76",3,5,2,"Loyal Customers"
"17573",29,"3","380.60",4,3,2,"Loyal Customers"
"17574",242,"1","185.65",2,1,1,"Lost Customers"
"17576",8,"25","5169.43",5,5,5,"Champions"
"17578",218,"1","143.46",2,2,1,"Lost Customers"
"17579",4,"3","448.90",5,3,2,"Loyal Customers"
"17580",252,"4","383.61",1,4,2,"At Risk"
"17581",0,"30","11909.84",5,5,5,"Champions"
"17582",236,"1","175.27",2,1,1,"Lost Customers"
"17584",7,"2","1242.30",5,3,4,"Loyal Customers"
"17585",109,"4","1116.68",2,4,4,"At Risk"
"17588",100,"3","1240.20",2,4,4,"At Risk"
"17589",60,"5","3121.80",3,4,5,"Loyal Customers"
"17590",2,"3","1468.02",5,4,4,"Champions"
"17591",73,"8","2339.32",3,5,5,"Loyal Customers"
"17592",738,"1","148.30",1,2,1,"Lost Customers"
"17593",3,"8","5811.30",5,5,5,"Champions"
"17594",85,"2","993.18",3,2,4,"Promising"
"17595",12,"2","386.69",5,3,2,"Loyal Customers"
"17596",23,"8","3280.75",4,5,5,"Champions"
"17597",213,"1","2044.37",2,1,4,"Lost Customers"
"17598",381,"1","409.98",1,1,2,"Lost Customers"
"17600",17,"1","161.67",4,1,1,"New Customers"
"17601",239,"2","413.08",2,3,2,"At Risk"
"17602",2,"6","5054.42",5,5,5,"Champions"
"17603",78,"2","684.57",3,3,3,"Loyal Customers"
"17604",217,"2","309.36",2,3,2,"At Risk"
"17606",737,"1","87.30",1,1,1,"Lost Customers"
"17607",376,"1","333.81",1,2,2,"Lost Customers"
"17608",33,"2","191.99",4,2,1,"New Customers"
"17609",40,"5","1105.78",3,4,4,"Loyal Customers"
"17610",729,"2","796.01",1,2,3,"Lost Customers"
"17611",7,"16","4468.61",5,5,5,"Champions"
"17612",53,"8","2613.05",3,5,5,"Loyal Customers"
"17613",22,"14","4544.55",4,5,5,"Champions"
"17614",57,"1","386.32",3,2,2,"Promising"
"17615",130,"4","405.20",2,4,2,"At Risk"
"17616",173,"3","571.20",2,3,3,"At Risk"
"17618",5,"4","1222.48",5,4,4,"Champions"
"17619",312,"1","214.37",1,1,1,"Lost Customers"
"17620",59,"1","81.44",3,1,1,"Promising"
"17621",21,"3","1379.90",4,4,4,"Champions"
"17623",32,"2","724.10",4,2,3,"New Customers"
"17624",14,"3","1160.31",5,3,4,"Loyal Customers"
"17625",18,"5","2695.52",4,4,5,"Champions"
"17628",81,"1","75.75",3,1,1,"Promising"
"17629",5,"9","2115.57",5,5,4,"Champions"
"17630",169,"2","503.60",2,3,2,"At Risk"
"17631",1,"6","843.58",5,5,3,"Loyal Customers"
"17633",31,"7","2057.39",4,5,4,"Champions"
"17634",36,"9","2358.59",4,5,5,"Champions"
"17636",19,"1","285.56",4,2,2,"New Customers"
"17637",31,"2","547.06",4,3,3,"Loyal Customers"
"17638",721,"1","608.40",1,1,3,"Lost Customers"
"17639",276,"3","346.04",1,3,2,"At Risk"
"17640",86,"2","948.96",3,2,3,"Promising"
"17642",119,"3","993.31",2,3,4,"At Risk"
"17643",373,"1","101.55",1,1,1,"Lost Customers"
"17644",1,"11","2895.64",5,5,5,"Champions"
"17646",219,"4","1443.89",2,4,4,"At Risk"
"17647",65,"1","133.06",3,2,1,"Promising"
"17648",60,"5","2216.37",3,4,5,"Loyal Customers"
"17649",138,"1","868.49",2,1,3,"Lost Customers"
"17650",21,"1","166.08",4,1,1,"New Customers"
"17651",11,"10","3945.00",5,5,5,"Champions"
"17652",25,"12","4867.72",4,5,5,"Champions"
"17653",36,"4","1207.56",4,4,4,"Champions"
"17654",277,"1","117.55",1,2,1,"Lost Customers"
"17655",10,"8","2662.74",5,5,5,"Champions"
"17656",73,"5","1674.69",3,4,4,"Loyal Customers"
"17658",25,"2","595.42",4,3,3,"Loyal Customers"
"17659",17,"14","3586.99",4,5,5,"Champions"
"17660",141,"2","342.22",2,3,2,"At Risk"
"17662",722,"1","353.00",1,2,2,"Lost Customers"
"17663",25,"7","1802.91",4,5,4,"Champions"
"17664",18,"2","604.64",4,3,3,"Loyal Customers"
"17666",3,"2","728.16",5,2,3,"New Customers"
"17667",66,"5","2055.51",3,4,4,"Loyal Customers"
"17668",1,"2","347.75",5,3,2,"Loyal Customers"
"17669",42,"7","3406.72",3,5,5,"Loyal Customers"
"17670",227,"1","205.70",2,1,1,"Lost Customers"
"17671",15,"5","2009.16",5,4,4,"Champions"
"17672",50,"2","3178.17",3,3,5,"Loyal Customers"
"17673",1,"7","1959.23",5,5,4,"Champions"
"17674",74,"2","551.04",3,3,3,"Loyal Customers"
"17675",1,"38","22978.80",5,5,5,"Champions"
"17676",4,"6","1371.18",5,4,4,"Champions"
"17677",1,"34","17376.03",5,5,5,"Champions"
"17678",263,"1","298.11",1,2,2,"Lost Customers"
"17679",52,"5","2762.21",3,4,5,"Loyal Customers"
"17680",23,"2","271.40",4,2,2,"New Customers"
"17681",693,"1","347.00",1,2,2,"Lost Customers"
"17682",10,"6","2474.33",5,4,5,"Champions"
"17683",385,"1","135.78",1,2,1,"Lost Customers"
"17684",43,"1","239.41",3,1,1,"Promising"
"17685",16,"8","3535.43",4,5,5,"Champions"
"17686",7,"7","5739.46",5,5,5,"Champions"
"17689",388,"1","151.08",1,2,1,"Lost Customers"
"17690",30,"16","4965.52",4,5,5,"Champions"
"17691",358,"2","290.40",1,2,2,"Lost Customers"
"17692",127,"4","740.94",2,4,3,"At Risk"
"17693",137,"1","200.47",2,1,1,"Lost Customers"
"17694",141,"1","283.12",2,2,2,"Lost Customers"
"17695",131,"2","765.34",2,2,3,"Lost Customers"
"17696",38,"13","3291.78",4,5,5,"Champions"
"17697",236,"1","338.95",2,2,2,"Lost Customers"
"17698",260,"1","154.95",1,1,1,"Lost Customers"
"17700",16,"6","3840.56",4,5,5,"Champions"
"17701",252,"1","417.95",1,1,2,"Lost Customers"
"17702",30,"5","2314.86",4,4,5,"Champions"
"17703",35,"3","798.74",4,3,3,"Loyal Customers"
"17704",168,"2","885.19",2,2,3,"Lost Customers"
"17705",3,"9","1823.52",5,5,4,"Champions"
"17706",4,"21","14066.94",5,5,5,"Champions"
"17707",185,"4","330.00",2,4,2,"At Risk"
"17708",187,"2","263.33",2,2,2,"Lost Customers"
"17709",169,"1","137.45",2,2,1,"Lost Customers"
"17711",10,"2","385.10",5,3,2,"Loyal Customers"
"17712",44,"1","522.91",3,1,3,"Promising"
"17713",382,"1","273.95",1,2,2,"Lost Customers"
"17714",320,"1","153.00",1,1,1,"Lost Customers"
"17715",200,"1","326.40",2,2,2,"Lost Customers"
"17716",22,"12","6176.19",4,5,5,"Champions"
"17718",232,"1","139.35",2,2,1,"Lost Customers"
"17719",37,"15","5396.04",4,5,5,"Champions"
"17720",26,"5","1373.98",4,4,4,"Champions"
"17722",96,"5","3520.22",2,4,5,"At Risk"
"17723",127,"7","3378.40",2,5,5,"At Risk"
"17724",71,"3","1033.00",3,3,4,"Loyal Customers"
"17725",16,"11","3439.08",4,5,5,"Champions"
"17727",15,"1","1060.25",5,1,4,"New Customers"
"17728",3,"3","2876.01",5,4,5,"Champions"
"17730",3,"15","5872.31",5,5,5,"Champions"
"17731",79,"4","1240.11",3,4,4,"Loyal Customers"
"17732",372,"2","589.34",1,3,3,"At Risk"
"17733",38,"2","692.19",4,3,3,"Loyal Customers"
"17734",53,"3","700.63",3,3,3,"Loyal Customers"
"17735",2,"21","13941.75",5,5,5,"Champions"
"17736",9,"3","377.44",5,3,2,"Loyal Customers"
"17737",9,"2","168.24",5,2,1,"New Customers"
"17738",19,"4","1879.05",4,4,4,"Champions"
"17739",11,"11","4574.09",5,5,5,"Champions"
"17740",389,"2","135.90",1,2,1,"Lost Customers"
"17742",113,"3","573.66",2,3,3,"At Risk"
"17744",3,"7","2649.14",5,5,5,"Champions"
"17746",240,"1","110.25",2,1,1,"Lost Customers"
"17747",112,"1","71.40",2,1,1,"Lost Customers"
"17749",178,"2","674.52",2,3,3,"At Risk"
"17750",5,"9","1710.45",5,5,4,"Champions"
"17752",359,"1","80.64",1,1,1,"Lost Customers"
"17753",702,"1","30.45",1,2,1,"Lost Customers"
"17754",0,"9","3113.54",5,5,5,"Champions"
"17756",375,"2","552.85",1,3,3,"At Risk"
"17757",1,"34","6238.54",5,5,5,"Champions"
"17758",19,"8","3408.20",4,5,5,"Champions"
"17759",17,"3","819.96",4,3,3,"Loyal Customers"
"17760",21,"2","287.59",4,2,2,"New Customers"
"17761",32,"1","712.78",4,2,3,"New Customers"
"17763",263,"1","15.00",1,1,1,"Lost Customers"
"17764",50,"3","959.70",3,3,3,"Loyal Customers"
"17765",158,"3","367.63",2,3,2,"At Risk"
"17766",381,"2","299.61",1,3,2,"At Risk"
"17767",15,"1","271.20",5,2,2,"New Customers"
"17768",8,"5","3105.53",5,4,5,"Champions"
"17769",12,"12","5007.85",5,5,5,"Champions"
"17770",198,"5","1143.27",2,4,4,"At Risk"
"17771",56,"2","245.81",3,2,1,"Promising"
"17772",10,"3","360.75",5,3,2,"Loyal Customers"
"17773",690,"1","366.35",1,2,2,"Lost Customers"
"17774",96,"4","1213.73",2,4,4,"At Risk"
"17775",254,"1","56.40",1,2,1,"Lost Customers"
"17776",386,"2","330.56",1,3,2,"At Risk"
"17777",24,"3","647.56",4,3,3,"Loyal Customers"
"17779",21,"3","650.32",4,3,3,"Loyal Customers"
"17781",159,"2","188.02",2,2,1,"Lost Customers"
"17782",382,"2","679.02",1,3,3,"At Risk"
"17783",72,"2","283.47",3,2,2,"Promising"
"17785",53,"1","131.94",3,2,1,"Promising"
"17786",85,"2","266.85",3,2,2,"Promising"
"17787",152,"4","1817.54",2,4,4,"At Risk"
"17788",73,"2","1117.90",3,2,4,"Promising"
"17789",281,"1","225.90",1,1,1,"Lost Customers"
"17790",26,"15","2066.25",4,5,4,"Champions"
"17791",29,"1","106.10",4,1,1,"New Customers"
"17793",25,"1","300.34",4,2,2,"New Customers"
"17794",688,"1","133.80",1,2,1,"Lost Customers"
"17795",179,"2","342.83",2,3,2,"At Risk"
"17796",40,"6","1095.10",3,4,4,"Loyal Customers"
"17797",22,"4","986.16",4,4,4,"Champions"
"17799",22,"12","3623.83",4,5,5,"Champions"
"17800",37,"9","1187.21",4,5,4,"Champions"
"17801",691,"1","382.44",1,2,2,"Lost Customers"
"17802",82,"7","3093.86",3,5,5,"Loyal Customers"
"17803",392,"1","184.66",1,1,1,"Lost Customers"
"17804",376,"2","243.95",1,2,1,"Lost Customers"
"17805",73,"1","512.31",3,1,3,"Promising"
"17806",11,"1","546.04",5,1,3,"New Customers"
"17807",704,"1","189.68",1,1,1,"Lost Customers"
"17809",16,"14","6173.61",4,5,5,"Champions"
"17811",4,"44","8779.75",5,5,5,"Champions"
"17812",12,"5","756.46",5,4,3,"Loyal Customers"
"17813",14,"5","1698.07",5,4,4,"Champions"
"17814",375,"1","808.75",1,2,3,"Lost Customers"
"17816",36,"5","61.19",4,4,1,"Loyal Customers"
"17817",4,"4","515.83",5,4,3,"Loyal Customers"
"17818",737,"1","124.78",1,2,1,"Lost Customers"
"17819",71,"9","4861.97",3,5,5,"Loyal Customers"
"17820",374,"1","180.61",1,1,1,"Lost Customers"
"17824",51,"1","298.40",3,2,2,"Promising"
"17825",725,"3","437.46",1,3,2,"At Risk"
"17826",374,"1","133.34",1,2,1,"Lost Customers"
"17827",5,"5","1987.33",5,4,4,"Champions"
"17828",22,"4","1820.09",4,4,4,"Champions"
"17829",298,"1","889.24",1,2,3,"Lost Customers"
"17830",1,"3","398.70",5,3,2,"Loyal Customers"
"17831",33,"1","35.40",4,2,1,"New Customers"
"17832",49,"1","155.37",3,1,1,"Promising"
"17833",723,"1","338.46",1,2,2,"Lost Customers"
"17835",2,"3","342.24",5,3,2,"Loyal Customers"
"17836",47,"1","110.21",3,1,1,"Promising"
"17837",42,"8","1541.23",3,5,4,"Loyal Customers"
"17838",26,"5","2720.80",4,4,5,"Champions"
"17839",42,"1","318.15",3,2,2,"Promising"
"17841",1,"141","47009.79",5,5,5,"Champions"
"17843",303,"1","205.48",1,1,1,"Lost Customers"
"17844",106,"1","51.56",2,2,1,"Lost Customers"
"17846",85,"1","2033.10",3,1,4,"Promising"
"17848",81,"11","1169.87",3,5,4,"Loyal Customers"
"17849",218,"4","605.80",2,4,3,"At Risk"
"17850",372,"67","20871.39",1,5,5,"At Risk"
"17851",693,"4","1334.46",1,4,4,"At Risk"
"17852",11,"5","657.81",5,4,3,"Loyal Customers"
"17853",736,"1","584.35",1,1,3,"Lost Customers"
"17854",185,"3","447.20",2,3,2,"At Risk"
"17855",372,"1","208.97",1,1,1,"Lost Customers"
"17856",1,"4","1418.03",5,4,4,"Champions"
"17857",4,"23","26879.04",5,5,5,"Champions"
"17858",5,"16","6793.63",5,5,5,"Champions"
"17859",304,"1","141.92",1,2,1,"Lost Customers"
"17860",368,"3","473.39",1,3,2,"At Risk"
"17861",3,"12","3604.29",5,5,5,"Champions"
"17862",323,"3","1104.06",1,3,4,"At Risk"
"17863",59,"6","3160.00",3,5,5,"Loyal Customers"
"17864",12,"4","669.56",5,4,3,"Loyal Customers"
"17865",30,"28","15412.78",4,5,5,"Champions"
"17866",142,"2","479.15",2,3,2,"At Risk"
"17867",30,"8","1268.42",4,5,4,"Champions"
"17868",386,"1","227.15",1,1,1,"Lost Customers"
"17869",107,"5","428.18",2,4,2,"At Risk"
"17870",2,"13","2753.29",5,5,5,"Champions"
"17871",204,"2","386.38",2,3,2,"At Risk"
"17872",381,"1","235.87",1,1,1,"Lost Customers"
"17873",80,"8","3064.28",3,5,5,"Loyal Customers"
"17874",185,"6","683.46",2,4,3,"At Risk"
"17877",170,"1","237.61",2,1,1,"Lost Customers"
"17878",43,"1","379.45",3,2,2,"Promising"
"17879",173,"1","178.52",2,1,1,"Lost Customers"
"17880",364,"2","630.52",1,3,3,"At Risk"
"17881",304,"1","133.35",1,2,1,"Lost Customers"
"17882",379,"2","291.56",1,2,2,"Lost Customers"
"17883",3,"4","664.34",5,4,3,"Loyal Customers"
"17884",3,"9","1319.44",5,5,4,"Champions"
"17885",12,"1","156.34",5,1,1,"New Customers"
"17886",31,"3","869.28",4,3,3,"Loyal Customers"
"17887",129,"1","111.35",2,1,1,"Lost Customers"
"17888",21,"12","863.00",4,5,3,"Loyal Customers"
"17889",212,"6","729.98",2,4,3,"At Risk"
"17890",322,"2","586.89",1,3,3,"At Risk"
"17891",162,"1","203.86",2,1,1,"Lost Customers"
"17892",56,"3","244.10",3,3,1,"Loyal Customers"
"17893",225,"1","107.21",2,1,1,"Lost Customers"
"17894",71,"11","1539.78",3,5,4,"Loyal Customers"
"17895",44,"1","95.45",3,1,1,"Promising"
"17896",23,"1","256.32",4,2,2,"New Customers"
"17897",172,"4","734.08",2,4,3,"At Risk"
"17898",85,"2","152.06",3,2,1,"Promising"
"17899",159,"1","154.55",2,1,1,"Lost Customers"
"17900",190,"2","112.20",2,3,1,"At Risk"
"17901",29,"1","110.38",4,1,1,"New Customers"
"17904",21,"1","181.07",4,1,1,"New Customers"
"17905",71,"4","798.99",3,4,3,"Loyal Customers"
"17906",247,"1","72.90",2,1,1,"Lost Customers"
"17908",373,"2","630.99",1,3,3,"At Risk"
"17909",737,"1","110.05",1,1,1,"Lost Customers"
"17910",726,"1","261.70",1,2,2,"Lost Customers"
"17911",9,"1","366.23",5,2,2,"New Customers"
"17912",310,"6","374.55",1,5,2,"At Risk"
"17913",58,"5","1033.94",3,4,4,"Loyal Customers"
"17914",3,"1","329.36",5,2,2,"New Customers"
"17916",733,"1","25.46",1,1,1,"Lost Customers"
"17917",45,"3","335.03",3,3,2,"Loyal Customers"
"17919",88,"1","1304.04",3,1,4,"Promising"
"17920",4,"27","10195.79",5,5,5,"Champions"
"17921",64,"6","1337.48",3,4,4,"Loyal Customers"
"17923",282,"1","207.50",1,1,1,"Lost Customers"
"17924",11,"7","2962.50",5,5,5,"Champions"
"17925",372,"1","244.08",1,1,1,"Lost Customers"
"17926",133,"2","397.29",2,3,2,"At Risk"
"17927",721,"1","294.00",1,2,2,"Lost Customers"
"17928",45,"2","212.54",3,2,1,"Promising"
"17929",11,"6","1425.80",5,4,4,"Champions"
"17930",35,"5","1740.48",4,4,4,"Champions"
"17931",134,"2","408.36",2,3,2,"At Risk"
"17932",29,"3","1331.57",4,4,4,"Champions"
"17934",51,"2","704.25",3,3,3,"Loyal Customers"
"17935",138,"3","252.04",2,3,1,"At Risk"
"17936",5,"1","380.13",5,2,2,"New Customers"
"17937",8,"7","4301.22",5,5,5,"Champions"
"17939",159,"1","99.14",2,1,1,"Lost Customers"
"17940",49,"11","8400.04",3,5,5,"Loyal Customers"
"17941",130,"2","719.28",2,2,3,"Lost Customers"
"17942",7,"1","77.50",5,1,1,"New Customers"
"17945",696,"3","360.35",1,3,2,"At Risk"
"17946",233,"2","149.58",2,2,1,"Lost Customers"
"17947",37,"1","176.68",4,1,1,"New Customers"
"17948",147,"1","358.56",2,2,2,"Lost Customers"
"17949",1,"59","65880.04",5,5,5,"Champions"
"17950",72,"4","614.15",3,4,3,"Loyal Customers"
"17951",39,"3","1008.54",3,3,4,"Loyal Customers"
"17952",378,"2","428.35",1,3,2,"At Risk"
"17954",5,"15","2984.55",5,5,5,"Champions"
"17955",198,"4","557.30",2,4,3,"At Risk"
"17956",249,"1","12.75",2,1,1,"Lost Customers"
"17957",66,"1","111.68",3,1,1,"Promising"
"17958",116,"2","973.88",2,2,3,"Lost Customers"
"17960",171,"1","73.78",2,1,1,"Lost Customers"
"17961",21,"54","2119.37",4,5,4,"Champions"
"17962",142,"2","468.64",2,3,2,"At Risk"
"17963",689,"1","171.17",1,1,1,"Lost Customers"
"17964",31,"2","463.21",4,3,2,"Loyal Customers"
"17965",37,"17","3834.77",4,5,5,"Champions"
"17966",37,"7","1480.35",4,5,4,"Champions"
"17967",371,"1","112.27",1,2,1,"Lost Customers"
"17968",373,"3","461.90",1,3,2,"At Risk"
"17969",166,"8","950.66",2,5,3,"At Risk"
"17970",211,"1","562.79",2,1,3,"Lost Customers"
"17972",241,"1","135.19",2,2,1,"Lost Customers"
"17973",51,"1","337.04",3,2,2,"Promising"
"17974",24,"4","836.54",4,4,3,"Loyal Customers"
"17975",15,"14","4708.01",5,5,5,"Champions"
"17976",372,"1","321.79",1,2,2,"Lost Customers"
"17977",29,"1","288.14",4,2,2,"New Customers"
"17978",365,"3","588.97",1,3,3,"At Risk"
"17979",35,"4","732.41",4,4,3,"Loyal Customers"
"17980",165,"3","811.45",2,3,3,"At Risk"
"17984",145,"3","471.36",2,3,2,"At Risk"
"17985",22,"1","631.35",4,1,3,"New Customers"
"17986",56,"1","20.80",3,1,1,"Promising"
"17987",185,"3","613.70",2,3,3,"At Risk"
"17988",11,"10","391.44",5,5,2,"Loyal Customers"
"17989",379,"1","207.33",1,1,1,"Lost Customers"
"17990",236,"5","1324.63",2,4,4,"At Risk"
"17991",225,"2","93.35",2,3,1,"At Risk"
"17992",389,"1","252.88",1,2,2,"Lost Customers"
"17994",121,"5","786.78",2,4,3,"At Risk"
"17995",281,"3","495.48",1,3,2,"At Risk"
"17996",379,"1","219.43",1,1,1,"Lost Customers"
"17997",74,"8","1962.46",3,5,4,"Loyal Customers"
"17998",380,"3","639.24",1,3,3,"At Risk"
"17999",37,"3","528.46",4,3,3,"Loyal Customers"
"18001",12,"3","591.73",5,3,3,"Loyal Customers"
"18002",375,"2","112.42",1,2,1,"Lost Customers"
"18003",376,"1","353.51",1,2,2,"Lost Customers"
"18004",362,"1","157.92",1,1,1,"Lost Customers"
"18005",3,"2","226.47",5,2,1,"New Customers"
"18006",23,"3","694.93",4,3,3,"Loyal Customers"
"18007",392,"1","215.22",1,1,1,"Lost Customers"
"18008",70,"10","2173.79",3,5,4,"Loyal Customers"
"18009",235,"1","247.39",2,1,1,"Lost Customers"
"18010",256,"1","174.80",1,1,1,"Lost Customers"
"18011",373,"1","102.79",1,1,1,"Lost Customers"
"18012",723,"1","115.30",1,1,1,"Lost Customers"
"18013",155,"2","187.29",2,2,1,"Lost Customers"
"18014",28,"1","162.22",4,1,1,"New Customers"
"18015",4,"1","120.03",5,1,1,"New Customers"
"18016",32,"5","1477.66",4,4,4,"Champions"
"18017",81,"3","523.00",3,3,3,"Loyal Customers"
"18018",108,"2","122.14",2,2,1,"Lost Customers"
"18019",51,"1","38.45",3,2,1,"Promising"
"18022",35,"3","1031.99",4,3,4,"Loyal Customers"
"18024",152,"2","389.78",2,3,2,"At Risk"
"18025",379,"3","337.11",1,3,2,"At Risk"
"18027",98,"1","115.31",2,1,1,"Lost Customers"
"18030",4,"2","230.65",5,2,1,"New Customers"
"18031",378,"1","451.30",1,1,2,"Lost Customers"
"18032",334,"1","73.50",1,1,1,"Lost Customers"
"18033",65,"1","93.82",3,1,1,"Promising"
"18034",21,"3","754.20",4,3,3,"Loyal Customers"
"18035",35,"5","1260.23",4,4,4,"Champions"
"18036",32,"7","960.73",4,5,3,"Loyal Customers"
"18037",154,"10","105.17",2,5,1,"At Risk"
"18039",374,"1","170.71",1,1,1,"Lost Customers"
"18040",19,"2","357.20",4,3,2,"Loyal Customers"
"18041",11,"23","4823.53",5,5,5,"Champions"
"18042",53,"1","165.05",3,1,1,"Promising"
"18043",24,"3","529.29",4,3,3,"Loyal Customers"
"18044",4,"12","2283.29",5,5,5,"Champions"
"18045",45,"1","178.34",3,1,1,"Promising"
"18047",381,"2","326.09",1,3,2,"At Risk"
"18048",203,"2","172.29",2,2,1,"Lost Customers"
"18050",359,"2","412.06",1,3,2,"At Risk"
"18051",703,"3","1010.56",1,3,4,"At Risk"
